ChainId,Name,Symbol,Decimals,TokenAddress
1,DODO bird,DODO,18,0x43Dfc4159D86F3A37A5A4B3D4580b888ad7d4DDd
1,DFX Token,DFX,18,0x888888435FDe8e7d4c54cAb67f206e4199454c60
1,Frenly Pandas,FANDAS,0,0x4BB08998a697d0db666783Ba5B56E85B33ba262f
1,Shadowcats,SHADOWCATS,18,0x0018d5E01e53878F90FEAB02F1b2019a21adf8b1
1,Dimitra Token,DMTR,18,0x51cB253744189f11241becb29BeDd3F1b5384fdB
1,CloneX,CloneX,0,0x49cF6f5d44E70224e2E23fDcdd2C053F30aDA28B
1,Bend debt bearing WETH,bendDebtWETH,18,0x87ddE3A3f4b629E389ce5894c9A1F34A7eeC5648
1,DEAPCOIN,DEP,18,0x1A3496C18d558bd9C6C8f609E1B129f67AB08163
1,LLAC NFT Seminar Feb. 27 2023,LNS,0,0xF40B176ce02Ec2d4d6dbC57D4C143cB7D4774D72
1,VEGA,VEGA,18,0xcB84d72e61e383767C4DFEb2d8ff7f4FB89abc6e
1,Thingdoms NFT Official,THING,0,0x0AA7420c43B8C1a7b165d216948870C8eCfe1EE1
1,UniX Gaming,UNIX,18,0xDDD6A0ECc3c6F6C102E5eA3d8Af7B801d1a77aC8
1,Gearbox,GEAR,18,0xBa3335588D9403515223F109EdC4eB7269a9Ab5D
1,Trading Punk,TPK,0,0x64425439615a7a50caB22852C18Dca2a69cEaa02
1,MEGADIEZONE,MGDZ,0,0x1777A57fdEC4126eB6E80F1aDB8D23CB74262DEB
1,UINTS 0 Edition,UINTS0,0,0x0DD49C7E59c530b2F7795B2268Db5074ebcdb52D
1,Z-Cubed,Z3,18,0x50Eec6D765792dCfB0913C8403ef2A12e1B861a6
1,PEACH,PEACH,18,0xb0dd2Cf11D0787146520ab39fbDC382F78dABb16
1,Native ETH,ETH,18,0x4f7A67464B5976d7547c860109e4432d50AfB38e
1,Gamium [via ChainPort.io],GMM,18,0x4B19C70Da4c6fA4bAa0660825e889d2F7eaBc279
1,UnusualWhales,WHALES,0,0x1d81A6c7Ddc15b1553D49987c0286FaAe6734877
1,Celestial,Celt,18,0xf6e06B54855eFf198a2d9A8686113665499a6134
1,Axelar,AXL,6,0x467719aD09025FcC6cF6F8311755809d45a5E5f3
1,Rektguy,Rektguy,0,0xB852c6b5892256C264Cc2C888eA462189154D8d7
1,Pax Dollar,USDP,18,0x8E870D67F660D95d5be530380D0eC0bd388289E1
1,Chungos,CHUNGO,0,0x8CAe61967466eBBf15c12Dc802b29594bc04eFc6
1,Fintoch DC,FTH-DC,18,0xeeBc1B0E0f19bd03502Ada32cB7a9E217568dCeb
1,Application Specific Internet Coin,ASIC,12,0x347a96a5BD06D2E15199b032F46fB724d6c73047
1,e-1.,e-1-ex-co-tro.,0,0x9b0db519b4A9503B91c0712999b2545Eabb941D9
1,Angry Apes Society,AAS,0,0xFA969C60a78195C631787D4585BA15a07578C979
1,Bicasso,Bicasso,9,0xCC9004920Bfdcf6a45c50D6289551fFC68103f89
1,Stablz,STABLZ,18,0xA4Eb9C64eC359D093eAc7B65F51Ef933D6e5F7cd
1,FSLands,FS,0,0x428D32Ff2339C6422F6Af24C330B35383EBC2244
1,Tellor Tributes,TRB,18,0x88dF592F8eb5D7Bd38bFeF7dEb0fBc02cf3778a0
1,Checks,CHECKS,0,0x036721e5A769Cc48B3189EFbb9ccE4471E8A48B1
1,ETHPAD.network,ETHPAD,18,0x8dB1D28Ee0d822367aF8d220C0dc7cB6fe9DC442
1,DEGEN TOONZ,TOONZ,0,0x19b86299c21505cdf59cE63740B240A9C822b5E4
1,Ludena Protocol,LDN,18,0xb29663Aa4E2e81e425294193616c1B102B70a158
1,Pixelmon,PXLMN,0,0x32973908FaeE0Bf825A343000fE412ebE56F802A
1,Murder Penguin,MPG,9,0x59cEA536575D0A2688a81f95D9B89C738A177D06
1,WonderPals,WNDR,0,0x3Acce66cD37518A6d77d9ea3039E00B3A2955460
1,Reserve Rights,RSR,18,0x320623b8E4fF03373931769A31Fc52A4E78B5d70
1,Injective Token,INJ,18,0xe28b3B32B6c345A34Ff64674606124Dd5Aceca30
1,PEPA,PEPA,9,0x577Fee283e776eec29C9E4d258431982780a38A8
1,Skylightz,Skylightz,0,0x76cb5167299BEa907f9e26b26598353920a15482
1,PudgyPenguins,PPG,0,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8
1,GIGAMAX,GGMAX,18,0x67272D5fC026FCA574E0e0C11DeF98ba94e6f3c7
1,Crypto-Hina-Dolls,CHD,0,0xe72321cce2e32fA6A93bd8b1aD942541dD13da90
1,DogeKing,DOGEK,18,0x3C73BDCed15f7f32FB237966Bdb801d1b34f86D3
1,Optimus,OPTIMUS,9,0x562E362876c8Aee4744FC2c6aaC8394C312d215d
1,The Maker,THM,9,0xce70BCF79AEEcAB863FC127DA2B2C8CA2Ba7Ad3D
1,ParaSwap,PSP,18,0xcAfE001067cDEF266AfB7Eb5A286dCFD277f3dE5
1,Cold Blooded Creepz,CBC,0,0xfE8C6d19365453D26af321D0e8c910428c23873F
1,Checks,CHECKS,0,0x34eEBEE6942d8Def3c125458D1a86e0A897fd6f9
1,DeployAI,DAI,8,0xBf4bc5d32e2C0500E5ae4618255a78F25Ea12565
1,ENERGON,ENG,18,0x7787D10F8F277bC509fb79c68BFC508d69dd41dC
1,MEZZ Token,MEZZ,18,0xC4c346eDc55504574cCEB00AA1091d22404A4bC3
1,MinerBox,SMB,0,0x3087538A87236cc0A20bf96619Ef30F7E8280459
1,Aave interest bearing USDC,aUSDC,6,0xBcca60bB61934080951369a648Fb03DF4F96263C
1,LUKSO Token,LYXe,18,0xA8b919680258d369114910511cc87595aec0be6D
1,Spool DAO Token,SPOOL,18,0x40803cEA2b2A32BdA1bE61d3604af6a814E70976
1,Cirus,CIRUS,18,0xA01199c61841Fce3b3daFB83FeFC1899715c8756
1,A Hunters Dream,CAW,18,0xf3b9569F82B18aEf890De263B84189bd33EBe452
1,Yieldification,YDF,18,0x30dcBa0405004cF124045793E1933C798Af9E66a
1,Skeb Coin,SKEB,18,0x6D614686550B9E1c1DF4b2cD8f91C9D4df66C810
1,Geojam,JAM,18,0x23894DC9da6c94ECb439911cAF7d337746575A72
1,Vow,VOW,18,0x1BBf25e71EC48B84d773809B4bA55B6F4bE946Fb
1,ordinex,ORD,18,0xBe00734799A67a62Af2819825580318aC1B1E4Ec
1,unshETHing_Token,USH,18,0xE60779CC1b2c1d0580611c526a8DF0E3f870EC48
1,Data Lake Token,LAKE,18,0xF9Ca9523E5b5A42C3018C62B084Db8543478C400
1,ShoeFy,SHOE,18,0x0fD67B4ceb9b607Ef206904eC73459c4880132c9
1,HPPRs,HPPRS,0,0xE2609354791Bf57E54B3f7F9A26b2dacBed61DA1
1,Mr.Rich,Mr.Rich,0,0x05c53CAB431F02d159858b8564265c87BcE9d4AC
1,TwitFi,TWITFI,0,0x94CCe07F299945CFE80e309c85cb0A784B3ee6C2
1,Perpetual,PERP,18,0xbC396689893D065F41bc2C6EcbeE5e0085233447
1,Welcome to Nountown,NOUNTOWN001,0,0xf2c5a42Ab4aDe9a89552B812a9e1a6e36747c1b7
1,COTI Token,COTI,18,0xDDB3422497E61e13543BeA06989C0789117555c5
1,WOOL,WOOL,18,0x8355DBE8B0e275ABAd27eB843F3eaF3FC855e525
1,OpulousToken,OPUL,18,0x80D55c03180349Fff4a229102F62328220A96444
1,Tamadoge,TAMA,18,0x12b6893cE26Ea6341919FE289212ef77e51688c8
1,Coinbase Wrapped Staked ETH,cbETH,18,0xBe9895146f7AF43049ca1c1AE358B0541Ea49704
1,Dori1776,DORI1776,0,0x65A926fEB70DACBC31E22494026b1c8a1a11Ca47
1,METAGIRL (Remix) Feat. Nessy The Rilla,MGNTR,0,0xeDFe962e1D93ECf3961aF327719Fe8b724bdeC4e
1,Bunnicorns,BN,0,0x92B36ab236c88c68c0E100F84Af59986b983b78B
1,OGCR,OG Crystals,0,0x368AD4A7A7F49B8fA8f34476BE0Fc4d04cE622f5
1,HOURGLASS,WAIT,9,0x2559813BBb508C4C79e9CCCE4703Bcb1f149EDd7
1,ParaSpace Variable Debt Token cAPE,vDebtcAPE,18,0x0B51c7497C2875eAc76A68496FE5853DdbDA8091
1,Rainbow Pooly,RNBWPOOLY,0,0x86fa5A5927fBAa82218743607765EC0f63E46bfa
1,Opyn Squeeth,oSQTH,18,0xf1B99e3E573A1a9C5E6B2Ce818b617F0E664E86B
1,JPEG’d Governance Token,JPEG,18,0xE80C0cd204D654CEbe8dd64A4857cAb6Be8345a3
1,Keepers V2,KPRV2,0,0x2d33Bfe1c867346543Ac245396DFc6c3EBc8534F
1,McBobo,McBobo,9,0xec6fdd8B0898e26bDB42dcbC1b7A85f30CAea072
1,Buy Inu,BUY,9,0x24384A9604C5212E3901A0a19eE39d939D563c0b
1,Matchbook,MTC,0,0xd1466d7A2e13A47677608F68093c5eA9fE910611
1,PUMA Nitro Collection,NITRO,0,0xcd1F6bE81F1Dc58558F44Bbc5Ca4cc43Cbb1ec05
1,Monkey Kingdom,MK,0,0xB3a2bec1f41DFC24F489a136B6d471BDEdeDf0e1
1,BNB,BNB,18,0xB8c77482e45F1F44dE1745F52C74426C631bDD52
1,Synth sUSD,sUSD,18,0x57Ab1ec28D129707052df4dF418D58a2D46d5f51
1,Ordinal Swap,ORSW,18,0xa06824744e878F01E7591e2691b90667059F8064
1,Merit Circle,MC,18,0x949D48EcA67b17269629c7194F4b727d4Ef9E5d6
1,BasedAI,BasedAI,9,0x0b670BfdEf0185E165823fD9BC5454FACdEAcd86
1,Aave interest bearing WETH,aWETH,18,0x030bA81f1c18d280636F32af80b9AAd02Cf0854e
1,Big Pepe,$BPEPE,9,0xF8FaAf9014bdF72F67A9c73A1e34875A6287b30A
1,MarsToken,Mars,18,0x66C0DDEd8433c9EA86C8cf91237B14e10b4d70B7
1,Volt Inu,VOLT,9,0x7db5af2B9624e1b3B4Bb69D6DeBd9aD1016A58Ac
1,SNP Token,SNP,18,0x795dBF627484F8248D3d6c09c309825c1563E873
1,Art Blocks,BLOCKS,0,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270
1,Kounotori,KTO,9,0x616ef40D55C0D2c506f4d6873Bda8090b79BF8fC
1,WOM Token,WOM,18,0xBd356a39BFf2cAda8E9248532DD879147221Cf76
1,Monkey Kingdom Diamond Baepes,DB,0,0x28d7136aaa5D6C4C0D69c1a3Bb3b64B23F696d4e
1,Flex Ungovernance Token,FLX,18,0x6243d8CEA23066d098a15582d81a598b4e8391F4
1,,,18,0xF56b164efd3CFc02BA739b719B6526A6FA1cA32a
1,SAITAMA,SAITAMA,9,0xCE3f08e664693ca792caCE4af1364D5e220827B2
1,MouseWorm,MOUSEWORM,6,0xA848a1D33D8ef1633397A6acf617620fab8E5dA8
1,FLEX Coin,FLEX,18,0xFcF8eda095e37A41e002E266DaAD7efC1579bc0A
1,Frax Ether,frxETH,18,0x5E8422345238F34275888049021821E8E08CAa1f
1,DappRadar,RADAR,18,0x44709a920fCcF795fbC57BAA433cc3dd53C44DbE
1,ApeBOT,APEBOT,18,0xe1EE6a3354b76B2fA7cFf31310f905d1Fc08Af9B
1,Croogle,CROGL,18,0x4b58a037f003C70d6316D9a88786d97195ec7268
1,Copa del Rey,CDR,0,0x1061982147ACE4a2EC3B3bA76507a7D072b4b49C
1,THE TRUTH,UFO,18,0x249e38Ea4102D0cf8264d3701f1a0E39C4f2DC3B
1,Gitcoin,GTC,18,0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F
1,RFOX VALT CitiXens,CX,0,0xAA7fdA738f6c08E4C3B8a178EC09885bC6044861
1,Pluton,PLU,18,0xD8912C10681D8B21Fd3742244f44658dBA12264E
1,OMI Token,OMI,18,0xeD35af169aF46a02eE13b9d79Eb57d6D68C1749e
1,SHARBI,$SHARBI,9,0xF3A3023e6Dede84AD88a656A3269F2A36e83c9a9
1,Project Oracle,ORA,18,0x3CD62db3D0b2f0Ee7818E1D578CdFEc182f24f14
1,MechaPilots,MVP,0,0x7D31Dab2a4B736E21bbD3Cc2AC80ee8E35E5cfeB
1,PepesBag,PBAG,18,0xA79ffCabb94370Ff42a5AC3C0EbDB4a86BF69D10
1,HoloToken,HOT,18,0x6c6EE5e31d828De241282B9606C8e98Ea48526E2
1,Legend-X,LEGENDX,0,0xd433F1601574B2288c32E60cCD2423384fCFd699
1,STEPNNFT,SNFT,0,0x2A036569DBbe7730D69ed664B74412E49f43C2C0
1,LilPudgys,LP,0,0x524cAB2ec69124574082676e6F654a18df49A048
1,UniDex,UNIDX,18,0x95b3497bBcCcc46a8F45F5Cf54b0878b39f8D96C
1,AVINOC Token,AVINOC,18,0xF1cA9cb74685755965c7458528A36934Df52A3EF
1,SpillWays,SpillWays,18,0x8790f2fc7Ca2e7Db841307FB3f4e72a03Baf7b47
1,Spiral,SPIRAL,9,0x6AEdb157B9Ca86E32200857AA2579D47098acE39
1,Dingo Token,DINGO,9,0x1f961BCEAEF8eDF6fb2797C0293FfBDe3E994614
1,Ring.Exchange,RNG,18,0x3b94440C8c4F69D5C9F47BaB9C5A93064Df460F5
1,Earpitz,EARPITZ,0,0x4664d282072BFf886fadcb2a7E20Fe737C58Fdca
1,CRYPTONINJA WORLD,CNW,0,0x697c139E46779F1677EFA6Ee1a836F4448D905Bb
1,Swordsman,SWORD,0,0x496AeAc4AE585b68cee97dAdC003662f7B808a1c
1,NFTfi Promissory Note,PNNFI,0,0x5660E206496808F7b5cDB8C56A696a96AE5E9b23
1,Measurable Data Token,MDT,18,0x814e0908b12A99FeCf5BC101bB5d0b8B5cDf7d26
1,Mental Abuse To Humans,MATH,18,0xfe2da735C0B25AE58AD24A2eEB204cBafb4fEdAe
1,Conic Finance Token,CNC,18,0x9aE380F0272E2162340a5bB646c354271c0F5cFC
1,Wrapped TAO,wTAO,9,0x77E06c9eCCf2E797fd462A92B6D7642EF85b0A44
1,Sigil Finance,SIGIL,18,0xF029Fd6b5ED35C825Dd02B7A02952C30002840E4
1,Spell Token,SPELL,18,0x090185f2135308BaD17527004364eBcC2D37e5F6
1,Sappy Seals,SAPS,0,0x364C828eE171616a39897688A831c2499aD972ec
1,DogPad,DOGPAD,18,0x6f3277ad0782a7DA3eb676b85a8346A100BF9C1c
1,PulseBitcoin,PLSB,12,0x5EE84583f67D5EcEa5420dBb42b462896E7f8D06
1,OxAI,OXAI,18,0x428dca9537116148616a5A3E44035Af17238Fe9d
1,Defactor,FACTR,18,0xe0bCEEF36F3a6eFDd5EEBFACD591423f8549B9D5
1,Moonbirds Oddities,ODDITIES,0,0x1792a96E5668ad7C167ab804a100ce42395Ce54D
1,Shina Inu,SHI,18,0x243cACb4D5fF6814AD668C3e225246efA886AD5a
1,SuperFarm,SUPER,18,0xe53EC727dbDEB9E2d5456c3be40cFF031AB40A55
1,Yield,YLD,18,0xF94b5C5651c888d928439aB6514B93944eEE6F48
1,Not Financial Advice,NFAi,18,0x8eEcaad83a1Ea77bD88A818d4628fAfc4CaD7969
1,Dope Wars,DOPE,9,0x16223049Bc4C4123F0BF7d29fCe2D6c44B3b601b
1,Doke Inu,DOKE,9,0x517ABf1fCDBD76BC75B532683ada9113E313A128
1,MistfitsNFT,MFN,0,0x5D62Fb8dcD9b480960f55956fBDD8D9F07f2B402
1,Biconomy Token,BICO,18,0xF17e65822b568B3903685a7c9F496CF7656Cc6C2
1,RENGA,RENGA,0,0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91
1,Fable Of The Dragon,TYRANT,9,0x8EE325AE3E54e83956eF2d5952d3C8Bc1fa6ec27
1,Otherdeed#89785,Otherdeed#89785,0,0x55Fd6C4931654B72d8E0C48E98336ed07951ac08
1,NYM,NYM,6,0x525A8F6F3Ba4752868cde25164382BfbaE3990e1
1,Project Galaxy,GAL,18,0x5fAa989Af96Af85384b8a938c2EdE4A7378D9875
1,Offshift,XFT,18,0xABe580E7ee158dA464b51ee1a83Ac0289622e6be
1,DAFI Token,DAFI,18,0xFc979087305A826c2B2a0056cFAbA50aad3E6439
1,CoolDogsLounge,CDL,18,0x29e91418F2111621Bd6bAf1c468334c18F44432a
1,Fasttoken,FTN,18,0xaeDf386B755465871fF874E3E37Af5976E247064
1,Optimoon,OPM,9,0x6Edbb979A4bc15AED7A89c8221459142c1d180ca
1,BonsAI,BON,18,0xe62561f131F6829dE079cA2966b88DF1335F6EE9
1,Oraichain Token,ORAI,18,0x4c11249814f11b9346808179Cf06e71ac328c1b5
1,Unification,FUND,9,0xe9B076B476D8865cDF79D1Cf7DF420EE397a7f75
1,Truebit,TRU,18,0xf65B5C5104c4faFD4b709d9D60a185eAE063276c
1,LCX,LCX,18,0x037A54AaB062628C9Bbae1FDB1583c195585fe41
1,JOYWORLD JOYsmilies,JOYsmiley,0,0x1f94EBd13201A9f39c6827CCcFC8559f500Ba653
1,Levitating Dots,dots,0,0xc8b724Da0D54dC8cD2B36eeA964691419165Cc00
1,Realio Network,RIO,18,0xf21661D0D1d76d3ECb8e1B9F1c923DBfffAe4097
1,ParaSpace Derivative Token cAPE,pcAPE,18,0xDDDe38696FBe5d11497D72d8801F651642d62353
1,Euro Coin,EUROC,6,0x1aBaEA1f7C830bD89Acc67eC4af516284b1bC33c
1,Beanz,BEANZ,0,0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949
1,Civic,CVC,8,0x41e5560054824eA6B0732E656E3Ad64E20e94E45
1,The Uncharted,TUN,9,0xAAbaEBe5164c1D179fE0E6191e4Ae3d67fdC331A
1,Whiko NFT,Whiko,0,0x4a793Dff8DB7717fA042C5a71CBdaEe883016Ba6
1,HsGenesisPass,HS,0,0xCC98265CD2E662965EEe82a6F71CD1550A427beb
1,New Order,NEWO,18,0x98585dFc8d9e7D48F0b1aE47ce33332CF4237D96
1,SelfKey,KEY,18,0x4CC19356f2D37338b9802aa8E8fc58B0373296E7
1,Dope Coin,DOPE,9,0xDb529C2A773aD4f65712F13a50941Fa78eB2146a
1,Olympus,OHM,9,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5
1,Ultra Token,UOS,4,0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c
1,Fridoos_NFT,FRIDOO,0,0x8A43094a807f5eE87D0c2809B1BEF32625787F9A
1,PickleToken,PICKLE,18,0x429881672B9AE42b8EbA0E26cD9C73711b891Ca5
1,AllianceBlock Token,ALBT,18,0x00a8b738E453fFd858a7edf03bcCfe20412f0Eb0
1,Chappie AI,CHAPPIE,18,0x6CFAA94F9f9aAa37CfA0ae9579Bd8ADc5Ffe0Ae8
1,7th Letter,SEVEN,9,0x7bD2638253Ee4bbb6D685DDab14e1a101ADeafe6
1,Pundi X Token,PUNDIX,18,0x0FD10b9899882a6f2fcb5c371E17e70FdEe00C38
1,BearsOnTheBlock,BEAR,0,0x02AA731631c6D7F8241d74F906f5b51724Ab98F8
1,Terra Virtua Kolect,TVK,18,0xd084B83C305daFD76AE3E1b4E1F1fe2eCcCb3988
1,TrueUSD,TUSD,18,0x0000000000085d4780B73119b644AE5ecd22b376
1,Zerion DNA 1.0,DNA,0,0x932261f9Fc8DA46C4a22e31B45c4De60623848bF
1,Gods Unchained,GODS,18,0xccC8cb5229B0ac8069C51fd58367Fd1e622aFD97
1,Alexa AI,AAI,9,0xc1be00622F88b4658cD658d4C91937FD8aC4e7e8
1,Metis Token,Metis,18,0x9E32b13ce7f2E80A01932B42553652E053D6ed8e
1,Astral AI Project,ASTRAL,18,0xC74B43cC61b627667a608c3F650c2558F88028a1
1,AMFERS,AMFER,0,0x2e59d058cb6b391C68dd1e441a42b04230536BF4
1,E-RADIX,eXRD,18,0x6468e79A80C0eaB0F9A2B574c8d5bC374Af59414
1,HAVAH,HVH,18,0xd076C4Ba62c57b3Fa10800bcfD8dA66742110E0E
1,GigaSwap,GIGA,9,0x83249c6794BCa5a77Eb8c0AF9F1A86E055459cea
1,,,0,0xDF74156420Bd57ab387B195ed81EcA36F9fABAca
1,Bend interest bearing WETH,bendWETH,18,0xeD1840223484483C0cb050E6fC344d1eBF0778a9
1,StakeWise,SWISE,18,0x48C3399719B582dD63eB5AADf12A40B4C3f52FA2
1,Status Network Token,SNT,18,0x744d70FDBE2Ba4CF95131626614a1763DF805B9E
1,CATASTROPHY CLUB,CATS,0,0xCFf930C9b42b13Ca7815CD23eEc14C835990f2d1
1,XCAD Token,XCAD,18,0x7659CE147D0e714454073a5dd7003544234b6Aa0
1,PYR Token,PYR,18,0x430EF9263E76DAE63c84292C3409D61c598E9682
1,0x0.ai: AI Smart Contract Auditor,0x0,9,0x5a3e6A77ba2f983eC0d371ea3B475F8Bc0811AD5
1,AlliToken,ALIT,18,0xfeC1408fa5eF2A57c4f46EDb3c105Ff3804AC5d6
1,Kawakami,KAWA,9,0x5552E5a89A70cB2eF5AdBbC45a6BE442fE7160Ec
1,BullsOnTheBlock Evo,EVOBOTB,0,0x6069a6C32cf691F5982FEbAe4fAf8a6f3AB2F0F6
1,HACHI,HACHI,18,0x2a7e415C169cE3a580c6F374Dc26f6Aaad1EccFe
1,Global Currency Restart,GCR,18,0x50f7517029c505933cb5D6e9c897245226f4317b
1,BullsOnTheBlock,BOTB,0,0x3a8778A58993bA4B941f85684D74750043A4bB5f
1,GreenSatoshiToken,GST,8,0x473037de59cf9484632f4A27B509CFE8d4a31404
1,PolkaFoundry,PKF,18,0x8B39B70E39Aa811b69365398e0aACe9bee238AEb
1,Dogechain Token,DC,18,0x7B4328c127B85369D9f82ca0503B000D09CF9180
1,Lilverse NFT,LILS,0,0x9ca39A51737Fc46fdE7d94CD694f9AD06A48fcbe
1,WCAPES Mundial,MUN,0,0x23F0512c871C1435F7B3a32dF5E1616Adc3eEB0A
1,tomi Token,TOMI,18,0x4385328cc4D643Ca98DfEA734360C0F596C83449
1,Staked Skeb,stSKB,18,0x0d30A2A29FdbD4F1683769cDC3DDB374562aDcDe
1,WEMIX TOKEN,WEMIX,18,0x2c69095d81305F1e3c6ed372336D407231624CEa
1,Neural Radiance Field,NeRF,18,0xaF8942831F3A096f708b8b31F191B8958Cf176c5
1,Portrait — 01100001 01101001,0110000101101001,0,0x129C45d0359417517436920ffb3CF78E410daECd
1,LUFFY,LUFFY,9,0x7121D00b4fA18F13Da6c2e30d19C04844E6AfDC8
1,Wrapped TON Coin,TONCOIN,9,0x582d872A1B094FC48F5DE31D3B73F2D9bE47def1
1,Escrowed Illuvium 2,sILV2,18,0x7E77dCb127F99ECe88230a64Db8d595F31F1b068
1,XSGD,XSGD,6,0x70e8dE73cE538DA2bEEd35d14187F6959a8ecA96
1,Base,BASE,18,0xA76b22F40355C06389821c5DB4c6E8aE2Aa50c52
1,Wasder Token,WAS,18,0x0c572544a4Ee47904d54aaA6A970AF96B6f00E1b
1,NuoChip,NuoChip,0,0x4D680c29cDDDdFA17A5317F0CEEc08d0463912b2
1,Telcoin,TEL,2,0x467Bccd9d29f223BcE8043b84E8C8B282827790F
1,Chimpers,CHIMP,0,0x80336Ad7A747236ef41F47ed2C7641828a480BAA
1,AusdToken,AUSD,18,0xb7135877cd5D40AA3b086ac6f21c51bbAfbBB41F
1,Koi Token,KOI,18,0xe84d9e32dC8cE819b8D6c83e50EDAfD46c6354dB
1,Ferrum Network Token,FRM,6,0xE5CAeF4Af8780E59Df925470b050Fb23C43CA68C
1,Business Platform Tomato Coin,BPTC,8,0x05237E2bd2dfAb39a135d254cABAE94b183C8baD
1,ZodiacCapsule,ZODIACCAPSULE,0,0x35E1402Fa69C60851EA8b86f04d823ff41796a51
1,SnoozeToken,$SNOOZE,0,0xe2efbb43fe5DF9249987d6700b3a323398170B41
1,VoxNET,$VXON,4,0x048Aa6E69D5117BD665aF4128383a6982B8367b3
1,Mikawa Inu,MIKAWA,9,0x0888Fd2960Ddf57Cfb561B59d73Dd2b9524F6A26
1,YYYYYYY,Yx7,9,0x54226147D072c7c2A60911a98141Ee3B9Cc75c05
1,AdEx Network,ADX,18,0xADE00C28244d5CE17D72E40330B1c318cD12B7c3
1,FOCCER TOKEN,FOCCER,9,0x59203358D7DDfE80e0ABe75B0aa534BC4d22AA7F
1,Uniswap V2,UNI-V2,18,0x97BE09f2523B39B835Da9EA3857CfA1D3C660cBb
1,Sora Token,XOR,18,0x40FD72257597aA14C7231A7B1aaa29Fce868F677
1,Gelato Network Token,GEL,18,0x15b7c0c907e4C6b9AdaAaabC300C08991D6CEA05
1,VetMe,VetMe,9,0xe7eF051C6EA1026A70967E8F04da143C67Fa4E1f
1,PLUS,PLUS,18,0xb871Ec8EC8c05bFE0bdB0C27bC581900bF71653c
1,Euler,EUL,18,0xd9Fcd98c322942075A5C3860693e9f4f03AAE07b
1,XUSD Prime Coin,XUSDP,18,0xA1F7C9c6d19e2D0BF20729CB0BF03338A90bEd9b
1,Reputational AllianceBlock Token,rALBT,18,0x46a9459d34EaeEAb4E792E5238298d4e15261CA1
1,KyberSwap v2 Reinvestment Token,KS2-RT,18,0xe6bcB55f45aF6a2895FaDBD644cED981BfA825cb
1,Mifairy Maker,MIFAIRY,0,0x67B5eE6e29a4230177Dda07AD7848e42d89cF9a0
1,IPOR Token,IPOR,18,0x1e4746dC744503b53b4A082cB3607B169a289090
1,AtticNFT,Attic,0,0x52eC32067651CC6a73B89fBe813BefD24Edb53E8
1,DecentraBNB,DBNB,9,0x833850BE8858722Cfc5E5e75f2Fe6275E055d888
1,Sandbox's LANDs,LAND,0,0x5CC5B05a8A13E3fBDB0BB9FcCd98D38e50F90c38
1,Ryoshis Vision,RYOSHI,18,0x777E2ae845272a2F540ebf6a3D03734A5a8f618e
1,Offshift,XFT,18,0x76BC677d444f1E9d57dAf5187ee2b7dC852745aE
1,Akita Inu,AKITA,18,0x3301Ee63Fb29F863f2333Bd4466acb46CD8323E6
1,Baby Doge Coin,BabyDoge,9,0xAC57De9C1A09FeC648E93EB98875B212DB0d460B
1,Utrust Token,UTK,18,0xdc9Ac3C20D1ed0B540dF9b1feDC10039Df13F99c
1,Genuine Undead,GU,0,0x209e639a0EC166Ac7a1A4bA41968fa967dB30221
1,FunFair,FUN,8,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b
1,SchwiftAI,SWAI,18,0x3540DFCaD7CF102a2E44AA0e2132FAb1c89d7eAe
1,a KID called BEAST,AKCB,0,0x77372a4cc66063575b05b44481F059BE356964A4
1,THE CHARITY PROTOCOL,TCP,18,0x7cD1000ef09A0fe6E99b26a21491EB6AEb412932
1,SHIKOKU INU,SHIK,18,0x24dA31e7BB182cb2cABfEF1d88db19C2AE1f5572
1,Delegated st1INCH,dst1INCH,18,0xAccfAc2339e16DC80c50d2fa81b5c2B049B4f947
1,Himoe,HME,0,0x2F18ccd28acF8B35ecdae402080f5546d5eEB926
1,PulseDogecoin,PLSD,12,0x34F0915a5f15a66Eba86F6a58bE1A471FB7836A7
1,Golem Network Token,GLM,18,0x7DD9c5Cba05E151C895FDe1CF355C9A1D5DA6429
1,Rokos Basilisk,BASILISK,18,0xAf01235Ffa7E5B836E6055b79f805FF9b958CcB7
1,Acria Token,ACRIA,18,0x44F5909E97E1CBf5FBbDF0FC92FD83cde5d5c58A
1,Wootrade Network,WOO,18,0x4691937a7508860F876c9c0a2a617E7d9E945D4B
1,Hegic,HEGIC,18,0x584bC13c7D411c00c01A62e8019472dE68768430
1,PawZaar,PawZ,18,0x195D98EBB69dF0DcE2eEE2A790550Ed84cCA25cE
1,Shibarium DAO,SHIBDAO,18,0x15316d2438A8D7D534e4233B8E0edacD64c9FCde
1,Swapify,SWIFY,9,0x9C7376b5060C47E555f5F53005aA3D5A7C66f2fB
1,MPL,MPL,0,0x139732c3f717071843f90977D93400393BdF9664
